rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/fps,train/loss,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/entropy_loss,train/clip_fraction
265.63,28672,-0.9519999999999993,60,14,471,34.569725036621094,0.0003,0.2,0.8768022060394287,5030,-0.01646616516954964,0.0175942,69.11693274378777,-0.8850357517600059,0.17001953125
270.85,30720,-3.490000000000001,64,15,472,14.678879737854004,0.0003,0.2,0.8683674931526184,5040,-0.017806608906539623,0.018097918,58.594892877340314,-0.8936024580150843,0.172607421875
265.26,32768,-0.15499999999999983,70,16,467,6.661121845245361,0.0003,0.2,0.8696069121360779,5050,-0.022491059791354927,0.020652913,44.0177812308073,-0.9574764419347048,0.2251953125
274.43,34816,-4.717000000000001,74,17,466,39.63725662231445,0.0003,0.2,0.8263070583343506,5060,-0.016926797632186207,0.015982546,91.58148154616356,-0.8750695852562785,0.152197265625
279.17,36864,-5.496,78,18,468,27.851186752319336,0.0003,0.2,0.8653690814971924,5070,-0.020074492602725515,0.020808509,41.83903892040253,-0.9358638441190124,0.214111328125
275.43,38912,-3.420999999999999,82,19,468,6.0475077629089355,0.0003,0.2,0.9045950174331665,5080,-0.01872335488005774,0.024377842,42.88641290962696,-0.9672942273318768,0.237060546875
275.2,40960,-3.130000000000001,87,20,467,24.01332664489746,0.0003,0.2,0.8208813071250916,5090,-0.016575984298833647,0.010373417,88.99190827608109,-0.8819038597866893,0.138232421875
283.03,43008,-7.102999999999998,91,21,468,22.693462371826172,0.0003,0.2,0.8136451840400696,5100,-0.018754153708869126,0.015251092,87.53736636638641,-0.8758402608335019,0.173486328125
276.54,45056,-3.5159999999999996,96,22,468,16.070846557617188,0.0003,0.2,0.8360249400138855,5110,-0.01758282664377475,0.019389097,58.672102871537206,-0.8987506434321404,0.186279296875
277.05,47104,-3.179,100,23,469,27.28028678894043,0.0003,0.2,0.7902638912200928,5120,-0.022986769413182628,0.016468663,98.9606854379177,-0.917039648257196,0.190234375
280.96,49152,-4.7299999999999995,105,24,465,14.59091854095459,0.0003,0.2,0.775530993938446,5130,-0.015561110618364182,0.021260276,82.86255090832711,-0.9470135305076838,0.188916015625
285.57,51200,-7.007999999999998,109,25,465,41.514564514160156,0.0003,0.2,0.7793421745300293,5140,-0.014363497759040911,0.015580371,130.2582709491253,-0.9285676412284374,0.151318359375
290.06,53248,-10.380999999999997,114,26,465,56.60074996948242,0.0003,0.2,0.7844449877738953,5150,-0.019425240359123564,0.017871436,86.85554771721362,-0.9106865139678121,0.207958984375
290.32,55296,-10.364,118,27,465,29.712310791015625,0.0003,0.2,0.8832539916038513,5160,-0.017687230484443716,0.030341778,54.56990868747234,-0.9758139373734593,0.230126953125
286.96,57344,-8.192999999999998,123,28,466,41.570457458496094,0.0003,0.2,0.6926124095916748,5170,-0.01722361068241298,0.016070371,100.27628543376923,-0.8367022678256035,0.1353515625
291.02,59392,-9.941,127,29,466,31.718982696533203,0.0003,0.2,0.7305699586868286,5180,-0.01959470976726152,0.011740014,90.57498290538788,-0.9309980880469084,0.15341796875
288.86,61440,-9.199,131,30,467,35.37624740600586,0.0003,0.2,0.711491584777832,5190,-0.018744137868634426,0.018375909,71.52890290617943,-0.945496891066432,0.1845703125
288.35,63488,-8.769,135,31,468,63.7663688659668,0.0003,0.2,0.717930793762207,5200,-0.018082650493306575,0.016600735,89.90725876688957,-0.7706939306110143,0.138037109375
288.19,65536,-8.705,139,32,468,5.708671569824219,0.0003,0.2,0.7491227984428406,5210,-0.015766655826882924,0.024089195,54.178412553668025,-0.9451031070202589,0.229296875
289.68,67584,-9.216999999999999,144,33,468,14.563701629638672,0.0003,0.2,0.83385169506073,5220,-0.014190273522399367,0.023304386,28.371771343052387,-0.9134363096207381,0.267919921875
293.3,69632,-10.708999999999996,149,34,464,10.866182327270508,0.0003,0.2,0.7820433378219604,5230,-0.016430579306324945,0.018777007,72.66062951385975,-0.8493696581572294,0.17880859375
